id,open_at,close_at,meridian,day_of_week,hospital_id
274,9:00,12:00,0,0,428
275,12:00,13:00,0,0,430
276,9:00,12:30,0,0,431
277,9:30,12:00,0,0,432
278,9:00,13:00,0,0,433
279,12:00,13:00,0,0,434
280,8:00,9:00,0,0,435
281,11:30,12:30,0,0,437
282,11:00,12:00,0,0,438
283,9:00,12:00,0,0,439
284,9:30,12:30,0,0,440
285,12:00,13:00,0,0,442
286,11:00,12:00,0,0,443
287,9:00,11:30,0,0,444
288,9:00,12:00,0,0,445
289,11:30,14:30,0,0,446
290,12:00,13:00,0,0,448
291,12:00,13:00,0,0,450
292,12:00,13:00,0,0,451
293,9:00,12:00,0,0,452
294,12:00,14:00,0,0,454
295,10:00,11:00,0,0,455
296,10:30,11:30,0,0,456
297,12:00,13:00,0,0,457
298,9:00,12:00,0,0,458
299,11:00,12:30,0,0,461
300,12:00,13:00,0,0,462
301,10:00,12:00,0,0,463
302,9:30,12:30,0,0,464
303,9:00,12:00,0,0,465
304,8:30,12:30,0,0,467
305,12:00,13:00,0,0,469
306,12:30,13:00,0,0,470
307,9:30,13:00,0,0,471
308,12:00,13:00,0,0,472
309,9:00,11:00,0,0,473
310,12:00,12:45,0,0,475
311,12:00,13:00,0,0,476
312,9:00,12:00,0,0,477
313,10:30,12:30,0,0,478
314,12:30,14:30,0,0,479
315,11:30,12:30,0,0,481
316,9:00,11:00,0,0,484
317,12:00,13:00,0,0,485
318,10:00,10:15,0,0,486
319,12:00,13:00,0,0,487
320,10:00,11:00,0,0,490
321,9:00,12:00,0,0,491
322,11:00,12:00,0,0,492
323,9:00,12:30,0,0,494
324,9:00,12:00,0,0,495
325,9:00,12:00,0,0,496
326,12:00,13:00,0,0,499
327,9:00,11:00,0,0,501
328,11:45,12:45,0,0,502
329,8:30,13:00,0,0,504
330,8:45,12:45,0,0,506
331,10:00,12:00,0,0,508
332,9:00,13:00,0,0,509
333,9:00,12:00,0,0,510
334,12:00,14:00,0,0,514
335,9:00,12:00,0,0,515
336,9:00,13:00,0,0,516
337,10:30,12:30,0,0,517
338,10:30,12:30,0,0,518
339,9:00,12:00,0,0,520
340,10:00,13:00,0,0,522
341,0:00,12:00,0,0,524
342,9:00,12:00,0,0,525
343,8:00,12:00,0,0,526
344,9:00,10:00,0,0,529
345,10:00,11:00,0,0,530
346,11:30,12:30,0,0,531
347,9:00,12:30,0,0,532
348,12:00,13:00,0,0,533
349,10:00,12:00,0,0,534
350,9:30,12:30,0,0,537
351,12:00,13:00,0,0,538
352,9:00,13:00,0,0,539
353,10:00,13:00,0,0,540
354,10:00,13:00,0,0,541
355,11:30,12:30,0,0,542
356,9:00,13:00,0,0,543
357,13:00,14:00,0,0,544
358,12:00,13:00,0,0,545
359,10:00,12:00,0,0,547
360,9:00,12:00,0,0,548
361,12:15,13:00,0,0,549
362,12:00,13:00,0,0,550
363,12:00,13:00,0,0,551
364,9:00,12:00,0,0,553
365,10:30,14:00,0,0,554
366,10:00,11:00,0,0,555
367,11:30,12:00,0,0,556
368,9:00,11:00,0,0,559
369,9:30,13:00,0,0,561
370,8:30,9:30,0,0,562
371,9:00,13:00,0,0,565
372,9:00,11:30,0,0,568
373,9:00,13:00,0,0,569
374,11:30,12:30,0,0,570
375,9:00,12:30,0,0,571
376,9:00,12:00,0,0,572
377,11:00,12:00,0,0,573
378,12:30,13:00,0,0,574
379,9:00,13:00,0,0,575
380,9:00,12:00,0,0,578
381,11:30,12:00,0,0,581
382,11:30,12:00,0,0,582
383,9:00,12:00,0,0,583
384,12:00,13:00,0,0,584
385,9:00,11:00,0,0,585
386,9:00,12:00,0,0,587
387,11:00,13:00,0,0,590
388,9:00,13:00,0,0,591
389,10:00,11:00,0,0,592
390,11:30,12:00,0,0,594
391,11:30,12:00,0,0,596
392,11:30,13:00,0,0,598
393,11:00,12:00,0,0,599
394,11:30,13:00,0,0,600
395,9:30,12:30,0,0,601
396,12:30,13:00,0,0,603
397,10:00,13:00,0,0,604
398,12:00,12:30,0,0,605
399,12:00,13:00,0,0,608
400,9:00,12:00,0,0,609
401,9:00,12:00,0,0,610
402,10:00,12:00,0,0,611
403,9:30,12:30,0,0,612
404,10:00,12:00,0,0,614
405,9:30,12:30,0,0,615
406,11:00,12:00,0,0,616
407,9:00,13:00,0,0,617
408,9:00,12:30,0,0,618
409,9:00,12:00,0,0,621
410,10:00,13:30,0,0,623
411,10:00,12:00,0,0,624
412,9:00,9:30,0,0,625
413,9:00,13:00,0,0,628
414,12:00,14:00,0,0,629
415,9:00,12:00,0,0,630
416,9:00,12:00,0,0,632
417,10:00,12:00,0,0,633
418,9:00,12:00,0,0,636
419,9:00,11:30,0,0,637
420,10:00,12:00,0,0,638
421,9:00,13:00,0,0,640
422,9:00,13:00,0,0,642
423,9:00,12:00,0,0,643
424,9:00,13:00,0,0,646
425,9:30,11:30,0,0,647
426,9:00,12:00,0,0,649
427,9:00,12:30,0,0,650
428,9:00,12:00,0,0,651
429,12:30,13:00,0,0,652
430,9:00,12:00,0,0,653
431,11:00,12:00,0,0,654
432,9:00,12:00,0,0,657
433,9:00,12:00,0,0,658
434,8:00,9:00,0,0,659
435,12:30,13:00,0,0,660
436,12:00,13:00,0,0,661
437,8:30,12:00,0,0,662
438,11:00,14:00,0,0,664
439,9:00,12:00,0,0,666
440,9:00,12:00,0,0,667
441,9:00,11:30,0,0,669
442,12:00,12:30,0,0,671
443,11:00,12:00,0,0,672
444,9:00,12:00,0,0,673
445,9:00,12:00,0,0,674
446,10:00,11:00,0,0,675
447,9:00,13:00,0,0,678
448,8:45,12:15,0,0,679
449,11:00,12:00,0,0,680
450,12:00,13:00,0,0,681
451,12:00,13:00,0,0,682
452,8:30,11:30,0,0,683
453,9:00,11:00,0,0,684
454,12:00,13:00,0,0,685
455,9:00,12:00,0,0,686
456,9:00,12:00,0,0,692
457,10:00,12:45,0,0,694
458,9:00,13:00,0,0,695
459,9:00,12:00,0,0,697
460,8:45,12:30,0,0,698
461,11:00,12:00,0,0,699
462,9:00,13:00,0,0,700
463,8:00,12:00,0,0,701
464,12:00,13:00,0,0,702
465,10:00,13:00,0,0,703
466,9:00,12:30,0,0,704
467,10:00,12:00,0,0,705
468,9:30,11:00,0,0,706
469,9:30,13:00,0,0,707
470,9:00,13:00,0,0,708
471,9:00,12:00,0,0,710
472,10:00,13:00,0,0,711
473,9:00,10:00,0,0,713
474,12:00,13:00,0,0,716
475,8:30,13:00,0,0,718
476,8:00,12:00,0,0,720
477,9:15,10:00,0,0,721
478,9:00,12:00,0,0,722
479,8:45,9:00,0,0,723
480,8:30,9:00,0,0,724
481,10:00,12:00,0,0,725
482,11:00,11:30,0,0,727
483,9:30,13:00,0,0,730
484,9:00,13:00,0,0,731
485,12:00,14:00,0,0,732
486,9:00,12:00,0,0,733
487,9:00,12:00,0,0,734
488,9:00,12:00,0,0,735
489,9:00,12:00,0,0,736
490,10:00,12:30,0,0,737
491,9:00,12:00,0,0,739
492,8:45,12:30,0,0,740
493,11:00,12:00,0,0,741
494,12:00,13:00,0,0,742
495,9:00,12:00,0,0,743
496,12:30,13:00,0,0,744
497,11:00,13:00,0,0,745
498,9:00,12:00,0,0,746
499,12:00,13:00,0,0,747
500,11:00,13:00,0,0,748
501,9:00,12:00,0,0,749
502,9:00,13:00,0,0,750
503,12:00,13:00,0,0,751
504,12:00,13:00,0,0,752
505,11:00,12:00,0,0,753
506,13:00,14:00,0,0,754
507,9:00,12:00,0,0,756
508,9:00,12:30,0,0,757
509,9:30,12:00,0,0,759
510,12:00,13:00,0,0,760
511,11:00,12:00,0,0,761
512,10:00,13:00,0,0,762
513,9:00,12:00,0,0,763
514,11:00,12:00,0,0,766
515,9:00,12:00,0,0,768
516,9:00,12:00,0,0,769
517,9:00,12:00,0,0,770
518,9:00,12:30,0,0,771
519,9:00,13:00,0,0,772
520,9:00,12:30,0,0,773
521,9:00,12:30,0,0,774
522,11:30,12:30,0,0,777
523,9:10,13:00,0,0,778
524,9:00,13:00,0,0,779
525,12:00,13:00,0,0,780
526,13:00,14:00,0,0,782
527,12:00,13:00,0,0,783
528,9:00,12:00,0,0,784
529,13:30,14:30,0,0,785
530,8:00,10:00,0,0,786
531,11:00,12:00,0,0,787
532,9:00,12:00,0,0,788
533,9:30,12:30,0,0,789
534,9:00,13:00,0,0,793
535,8:30,11:30,0,0,794
536,11:00,12:00,0,0,795
537,10:30,11:30,0,0,796
538,9:00,12:00,0,0,800
539,9:00,12:00,0,0,801
540,11:00,12:00,0,0,802
541,9:00,12:00,0,0,804
542,9:00,11:00,0,0,806
543,11:00,12:00,0,0,807
544,9:00,12:00,0,0,808
545,9:00,12:00,0,0,809
546,11:00,12:00,0,0,810
547,0:00,12:00,0,0,811
548,12:00,13:00,0,0,812
549,9:00,10:30,0,0,815
550,9:00,13:00,0,0,817
551,9:30,11:00,0,0,818
552,9:30,13:30,0,0,819
553,8:30,12:00,0,0,820
554,9:00,12:30,0,0,821
555,11:00,12:00,0,0,824
556,9:00,12:00,0,0,825
557,8:00,12:30,0,0,826
558,9:00,12:30,0,0,828
559,9:00,13:00,0,0,830
560,12:00,13:00,0,0,831
561,9:00,10:00,0,0,832
562,9:00,11:00,0,0,833
563,10:00,13:00,0,0,834
564,11:00,12:00,0,0,835
565,9:00,11:00,0,0,836
566,9:30,12:00,0,0,837
567,9:00,13:00,0,0,840
568,9:00,11:00,0,0,842
569,11:30,12:30,0,0,843
570,8:30,14:30,0,0,844
571,9:00,13:00,0,0,845
572,9:00,12:00,0,0,846
573,11:00,12:00,0,0,848
574,10:00,12:00,0,0,849
575,12:00,12:30,0,0,851
576,9:00,12:00,0,0,852
577,9:00,12:30,0,0,856
578,9:00,12:00,0,0,857
579,9:00,12:00,0,0,859
580,9:00,13:00,0,0,860
581,9:00,12:00,0,0,862
582,11:30,12:30,0,0,863
583,8:30,12:00,0,0,864
584,11:30,12:00,0,0,865
585,9:00,12:00,0,0,866
586,9:00,12:30,0,0,867
587,9:30,12:00,0,0,868
588,12:00,13:00,0,0,869
589,9:00,12:00,0,0,871
590,11:30,12:00,0,0,872
591,12:15,12:45,0,0,874
592,8:00,11:00,0,0,875
593,9:00,12:30,0,0,876
594,8:30,12:00,0,0,877
595,0:00,12:00,0,0,878
596,12:00,13:00,0,0,879
597,14:00,15:00,0,0,880
598,10:35,11:50,0,0,881
599,8:30,12:00,0,0,882
600,8:30,11:30,0,0,883
601,9:00,12:00,0,0,885
602,9:00,12:00,0,0,887
603,9:00,12:00,0,0,888
604,9:00,12:00,0,0,890
605,12:00,12:30,0,0,892
606,12:15,13:00,0,0,893
607,9:00,12:00,0,0,895
608,10:00,12:00,0,0,896
609,9:00,11:30,0,0,897
610,9:00,11:30,0,0,898
611,9:00,11:00,0,0,899
612,9:00,12:15,0,0,900
613,12:00,13:00,0,0,902
614,10:00,11:00,0,0,903
615,10:00,10:30,0,0,904
616,10:00,12:00,0,0,905
617,12:00,13:00,0,0,906
618,12:00,13:00,0,0,907
619,9:00,13:00,0,0,908
620,12:30,13:00,0,0,909
621,9:30,11:30,0,0,911
622,10:00,12:00,0,0,912
623,12:15,13:15,0,0,913
624,9:00,13:00,0,0,914
625,11:00,12:00,0,0,915
626,11:30,12:30,0,0,916
627,9:00,12:00,0,0,917
628,9:00,12:00,0,0,918
629,11:30,12:00,0,0,919
630,11:00,12:00,0,0,920
631,9:00,12:00,0,0,922
632,12:00,12:00,0,0,923
633,9:30,13:15,0,0,927
634,9:00,10:00,0,0,928
635,12:00,14:00,0,0,930
636,11:00,12:00,0,0,932
637,9:00,12:00,0,0,934
638,9:00,13:00,0,0,935
639,11:00,12:00,0,0,936
640,10:00,12:30,0,0,937
641,12:00,13:30,0,0,938
642,9:00,12:00,0,0,939
643,13:00,14:00,0,0,940
644,10:00,12:30,0,0,941
645,9:00,12:00,0,0,942
646,12:00,13:00,0,0,943
647,9:00,12:00,0,0,944
648,11:00,12:00,0,0,945
649,11:00,13:00,0,0,946
650,12:00,13:00,0,0,947
651,9:00,11:00,0,0,948
652,9:00,12:00,0,0,949
653,10:00,12:00,0,0,951
654,9:30,12:30,0,0,953
655,12:00,13:00,0,0,954
656,9:00,12:00,0,0,955
657,10:00,13:00,0,0,957
658,9:00,12:00,0,0,958
659,11:30,12:00,0,0,959
660,9:00,13:00,0,0,960
661,11:40,12:10,0,0,961
662,9:00,12:00,0,0,962
663,8:00,9:00,0,0,963
664,8:30,9:30,0,0,964
665,9:00,11:00,0,0,965
666,12:00,13:00,0,0,966
667,12:00,13:00,0,0,967
668,9:00,12:00,0,0,968
669,10:00,13:00,0,0,969
670,9:00,12:00,0,0,971
671,9:00,12:00,0,0,972
672,9:00,12:00,0,0,973
673,9:00,12:00,0,0,975
674,11:30,12:00,0,0,977
675,9:00,12:00,0,0,978
676,10:00,13:00,0,0,979
677,12:00,13:00,0,0,980
678,9:00,12:00,0,0,983
679,9:00,12:00,0,0,984
680,9:00,12:00,0,0,985
681,12:30,13:00,0,0,986
682,9:00,13:00,0,0,987
683,12:00,13:00,0,0,988
684,11:30,12:00,0,0,989
685,9:00,11:00,0,0,990
686,9:00,12:00,0,0,991
687,11:30,12:30,0,0,993
688,11:30,13:00,0,0,994
689,12:00,13:00,0,0,995
690,10:00,12:00,0,0,996
691,9:00,12:00,0,0,997
692,12:30,13:00,0,0,999
693,9:00,12:00,0,0,1000
694,9:00,12:00,0,0,1001
695,9:45,11:15,0,0,1004
696,9:00,12:00,0,0,1006
697,9:00,11:30,0,0,1007
698,8:30,12:00,0,0,1008
699,10:00,12:00,0,0,1009
700,8:00,12:00,0,0,1010
701,9:00,12:00,0,0,1011
702,9:00,11:00,0,0,1012
703,10:00,12:00,0,0,1013
704,8:45,12:30,0,0,1014
705,11:30,12:30,0,0,1016
706,12:00,12:30,0,0,1017
707,11:30,12:00,0,0,1018
708,8:30,12:00,0,0,1020
709,11:30,12:30,0,0,1021
710,11:30,12:00,0,0,1024
711,8:30,9:00,0,0,1025
712,9:00,13:00,0,0,1027
713,9:30,13:00,0,0,1028
714,12:30,13:00,0,0,1032
715,13:00,15:00,0,0,1033
716,9:00,12:00,0,0,1034
717,11:00,12:00,0,0,1035
718,12:00,13:00,0,0,1036
719,9:00,11:00,0,0,1037
720,9:00,12:00,0,0,1038
721,9:00,12:00,0,0,1039
722,12:00,12:30,0,0,1040
723,9:00,12:30,0,0,1041
724,11:45,12:15,0,0,1042
725,11:00,12:00,0,0,1043
726,12:00,12:30,0,0,1044
727,9:00,12:00,0,0,1045
728,12:00,13:00,0,0,1047
729,10:00,12:00,0,0,1048
730,12:00,13:00,0,0,1050
731,12:00,12:30,0,0,1052
732,10:00,12:00,0,0,1053
733,9:00,12:00,0,0,1054
734,10:00,12:00,0,0,1055
735,11:30,13:00,0,0,1056
736,9:00,12:00,0,0,1058
737,10:00,12:00,0,0,1060
738,9:00,11:00,0,0,1061
739,9:00,11:40,0,0,1062
740,9:00,12:00,0,0,1063
741,9:00,12:00,0,0,1064
742,9:00,12:00,0,0,1065
743,11:00,12:00,0,0,1066
744,12:00,12:30,0,0,1068
745,10:00,12:00,0,0,1071
746,8:30,9:00,0,0,1072
747,9:00,12:00,0,0,1073
748,9:00,12:00,0,0,1074
749,8:30,12:30,0,0,1075
750,11:00,13:00,0,0,1077
751,9:00,12:00,0,0,1080
752,12:30,13:30,0,0,1081
753,12:00,13:00,0,0,1082
754,11:00,12:00,0,0,1085
755,11:00,13:00,0,0,1088
756,9:00,12:00,0,0,1089
757,10:00,13:00,0,0,1092
758,9:00,13:00,0,0,1093
759,10:00,12:00,0,0,1094
760,12:00,12:30,0,0,1096
761,9:00,11:40,0,0,1097
762,9:00,11:00,0,0,1098
763,11:00,12:00,0,0,1099
764,11:00,12:00,0,0,1100
765,9:00,12:30,0,0,1101
766,9:00,12:00,0,0,1102
767,12:00,12:15,0,0,1103
768,12:00,13:00,0,0,1104
769,12:00,12:30,0,0,1105
770,9:30,11:30,0,0,1107
771,9:00,12:00,0,0,1108
772,11:30,12:00,0,0,1110
773,12:00,12:30,0,0,1113
774,11:00,12:00,0,0,1114
775,9:00,13:00,0,0,1117
776,9:00,12:45,0,0,1119
777,11:00,13:00,0,0,1121
778,11:00,12:30,0,0,1123
779,9:00,12:00,0,0,1124
780,12:30,13:00,0,0,1125
781,9:00,12:00,0,0,1126
782,12:00,12:30,0,0,1127
783,9:00,13:00,0,0,1132
784,9:00,12:30,0,0,1133
785,0:00,12:00,0,0,1134
786,11:00,13:00,0,0,1135
787,9:00,13:00,0,0,1137
788,11:00,12:00,0,0,1138
789,11:00,13:00,0,0,1139
790,9:00,13:00,0,0,1140
791,9:00,12:00,0,0,1141
792,11:30,12:30,0,0,1144
793,9:00,12:00,0,0,1147
794,9:00,12:00,0,0,1148
795,12:00,13:00,0,0,1149
796,9:00,12:00,0,0,1150
797,11:30,13:30,0,0,1151
798,9:00,13:00,0,0,1153
799,9:00,13:00,0,0,1154
800,12:00,13:00,0,0,1155
801,10:30,12:00,0,0,1158
802,12:00,14:00,0,0,1160
803,9:00,11:45,0,0,1162
804,9:00,12:00,0,0,1163
805,12:00,13:00,0,0,1164
806,9:00,12:00,0,0,1165
807,11:30,12:30,0,0,1167
808,11:30,12:30,0,0,1169
809,10:00,12:00,0,0,1170
810,9:00,12:30,0,0,1171
811,8:50,12:40,0,0,1172
812,11:30,12:30,0,0,1173
813,11:00,13:00,0,0,1176
814,9:00,13:00,0,0,1177
815,12:30,13:00,0,0,1178
816,10:00,12:00,0,0,1179
817,10:00,13:00,0,0,1180
818,12:00,14:00,0,0,1181
819,12:00,12:30,0,0,1182
820,9:00,12:00,0,0,1184
821,9:00,12:00,0,0,1185
822,11:00,12:00,0,0,1186
823,9:00,12:00,0,0,1187
824,9:00,11:00,0,0,1188
825,9:00,11:00,0,0,1189
826,9:00,13:00,0,0,1191
827,0:00,12:00,0,0,1192
828,9:00,12:00,0,0,1193
829,8:00,12:00,0,0,1194
830,9:00,9:15,0,0,1197
831,9:00,11:30,0,0,1199
832,9:30,12:30,0,0,1200
833,11:00,12:00,0,0,1201
834,9:00,12:00,0,0,1202
835,9:00,12:00,0,0,1203
836,9:00,12:30,0,0,1204
837,9:15,12:30,0,0,1205
838,12:00,13:00,0,0,1206
839,9:30,12:30,0,0,1208
840,10:00,12:00,0,0,1209
841,12:00,13:00,0,0,1210
842,11:00,12:00,0,0,1211
843,9:00,12:00,0,0,1212
844,9:30,11:30,0,0,1213
845,12:00,13:00,0,0,1215
846,9:00,12:00,0,0,1216
847,9:00,12:00,0,0,1217
848,9:00,12:00,0,0,1218
849,9:00,12:00,0,0,1219
850,9:00,12:30,0,0,1220
851,11:00,12:00,0,0,1222
852,11:00,13:00,0,0,1223
853,9:00,12:00,0,0,1224
854,10:00,13:30,0,0,1225
855,12:00,13:00,0,0,1226
856,11:00,12:00,0,0,1227
857,11:30,12:00,0,0,1228
858,9:00,12:00,0,0,1229
859,11:00,13:00,0,0,1230
860,9:00,13:00,0,0,1232
861,9:00,12:00,0,0,1235
